question id,question,alternate questions,answer,sme
62fc005eb278965577402d9d,"For Optum Financial Consumer Mobile (CYC), Briefly explain how you anonymize participant and client data before aggregating and analyzing data across your client base.",N/A,All data is logically segregated and is not aggregated. We do not sell data for third party use.,"Schrock, Bryan R"
62fc005eb278965577402d9d,"For Optum Financial Consumer Mobile (CYC), How can you / do you prove to clients their participant and plan data is anonymized before it is aggregated and analyzed?",N/A,All data is logically segregated and is not aggregated. We do not sell data for third party use.,"Schrock, Bryan R"
62e157354fe92b3a01a09f21,What kinds of events are covered by your cyber insurance? Any specific exclusions?,N/A,"[""While our coverage is broadly based, UHG's practice is to not disclose detailed sensitive insurance coverage provisions and exclusions.""]","Swanson, Matthew"
61d5a8ec8fecd3770d08127b,Does your company utilize Active Directory?,Does your company utilize Active Directory?,"['Yes', 'Active Directory: Active Directory Administrators use a separate set of credentials for elevated Domain Access and do not share a set of credentials so we can audit exactly who made what necessary changes. UNIX: Unix root passwords are under control of the CyberArk automated password vaulting system. Administrators are granted access to the safes containing the current root passwords via membership in the security group governing each safe. Each password access request is validated and logged for audit purposes. Windows: The Windows server administrator passwords are under control of the CyberArk automated password vaulting system. Administrators are granted access to the safes containing the current root passwords via membership in the security group governing each safe. Each password access request is validated and logged for audit purposes. Active Directory: Remote Desktop Protocol is used to logon remotely Windows 10 Remote Server Administration Tools are used for remote management. Windows 10 clients currently use the Windows 10 Administration Tools to manage the Active Directory Domains and utilize the Remote Desktop Protocol for remote logon. UNIX: Unix console access is available via dedicated console port access and available for remote access in the event of a system or network problem that would prevent general Secure Shell (ssh)/network access to the server. (For general host root access, only ssh is allowed across the internal network.) Windows: Remote system administration of the Windows servers is performed using Microsoft Remote Server Administration Tools.']","Smith, Charles E. / Martin, Dean"
61d5a8f58fecd3770d081371,Does your Organization's Incident Response Plan identify a person (internal or third-party) with the expertise to manage all aspects of a ransomware response?,Does your Organization's Incident Response Plan identify a person (internal or third-party) with the expertise to manage all aspects of a ransomware response?,"['Yes', 'Please refer to the following documents related to the incident management process: UnitedHealth Group - Policies - Information Security - 6B Security Incident Management UnitedHealth Group - Incident Management - Incident Management Process and Policy UnitedHealth Group - Incident Response - Incident Response Process Overview_Customer Copy']","Lang, Jason"
61d5a9028fecd3770d0814bb,Acceptable Use Policy (Non-NDA),"Acceptable Use Policy (Non-NDA) D.2 Is there an acceptable use policy for information and associated assets that has been approved by management, communicated to appropriate constituents, and assigned an owner to maintain and periodically review the policy?","['Yes', 'The acceptable use policies and control standards are reviewed annually by the assigned owner and approved by management. The policy (and its standards) is communicated to constituents via new hire and annual training, and is available on the company intranet site. Optional addition All Company information technology systems should be used primarily for Company business purposes in the normal execution of Workforce Members job responsibilities. Use of Company information technology systems must conform to all Company policies.']","Hicks, Diane"
61d5a8fc8fecd3770d08142d,Is management approval required for remote access?,Is management approval required for remote access? Is remote access managed?,"['Yes', ""The granting of remote access privileges to employees and contractors must be based on a documented business need. An employee's or contractor's manager must approve requests for remote access privileges.""]","Hicks, Diane"
61d5a8ea8fecd3770d081236,Are business impact analysis reports tested annually?,N/A,"['Yes', 'CID46316 A full Business Impact Analysis (BIA) is performed as the start of the business continuity planning process. Once the business continuity plan is developed, completed, tested, and certified, it becomes the ongoing source of truth. Annually thereafter, a BIA process is utilized to identify additional changes to critical business functions so that we have continued alignment with the changing organization.']","Carlson, Catherine"
6298c42b6a15e84ee2e98629,Testing Application Code Security Against OWASP Top 10 Security Issues,Is your application code security tested against OWASP top 10 security issues?,"['Yes, it includes data scoping, XSS, SQL injection, session abuse, replay attack, denial of service, and data leakage.']","Hicks, Diane (UHG SISOs)"
61d5a8f18fecd3770d0812fd,Periodic Review and Approval of All Policies Owner (Non-NDA / NDA),Periodic Review and Approval of All Policies Owner (Non-NDA / NDA) B.1.5 Have all policies been assigned to an owner responsible for review and approve periodically?,"['Yes', ""UnitedHealth Group's Information Security Policy, Security Standards, and Security Baselines must be reviewed at least once each calendar year. Material changes to the requirements or guidance provided by the Enterprise Information Security policy or Security Standards must be reviewed for approval by the following, at a minimum: - Appropriate Subject Matter Experts (SME) - Legal Department (required for Policy changes; as appropriate for changes to Security Standards) - Chief Information Security Officer""]","Hicks, Diane"
62389b8854e8c24e1310d440,"For CAMS - Consumer Account Management System, Is Production Data used in Test Environment?",N/A,CAMS - Consumer Account Management System does use production data in non-production environments.,"Jain, Nikhil"
62389b8854e8c24e1310d440,"For CAMS - Consumer Account Management System, Data Classification & Encryption: Identify what Transport Layer Security (TLS) version is utilized",N/A,CAMS - Consumer Account Management System utilizes TLS 1.2 for Data Classification and Encryption,"Jain, Nikhil"
62389b8854e8c24e1310d440,"For CAMS - Consumer Account Management System, Is the Application 508 Compliant? (specific to external facing Web Applications, regarding accessibility for disabled users)",N/A,N/A,"Jain, Nikhil"
62389b8854e8c24e1310d440,"For CAMS - Consumer Account Management System, Is any customer PHI/PII Data stored offshore?",N/A,CAMS - Consumer Account Management System data is not stored offshore.,"Jain, Nikhil"
62389b8854e8c24e1310d440,"For CAMS - Consumer Account Management System, Does the application store data at rest on any mobile devices, including the smartphone?",N/A,N/A,"Jain, Nikhil"
626fec2dd5af8c72d0070748,Business Continuity / Disaster Recovery,N/A,"['VitalPoint 6 UHGWM110-020890 Is Disaster Recovery Plan managed by Enterprise Response and Resiliency Team? If not managed by Enterprise, please identify Disaster Recovery Solution DR Test Dates RPO: RTO: The Disaster Recovery Plan for VitalPoint 6 is not managed by the Enterprise Response and Resiliency Team. Is the disaster recovery location more than 100 miles from the production data center? Yes, the VitalPoint 4 Disaster Recovery location is more than 100 miles from the Production Data Center. Does the disaster recovery exercise and test script documentation include a process for participants to record results, quantifiable metrics, and possible issues? No Does the disaster recovery exercise and test script documentation include employee and external party procedures to be followed? No Does the disaster recovery exercise and test script documentation include applications, business processes, systems, and/or facilities tested? No Is there a process for documenting disaster recovery test scripts and exercises? Yes, test results and screen shots are documented. Do disaster recovery tests include recovery and continuity of information security controls to assure that controls in the DR environment are equivalent to those normally in the production environment? Yes Are critical service providers included in disaster recovery testing? No Do disaster recovery tests include data center failover testing? No Do business continuity tests include business relocation testing? No Do disaster recovery tests include typical business volumes/full capacity? No Do disaster recovery tests include production transaction processing No Do disaster recovery tests include remote access tests? No Do disaster recovery tests include application recovery tests? Yes Do business continuity exercises include notification procedure and mechanism tests? No Do business continuity exercises include evacuation drills? No Is there an annual schedule of planned disaster recovery exercises and tests? Yes Does measurable recovery objective attainment include recovery time objectives for all essential application systems, network services and other resources? Yes Are measurable recovery objectives defined for each exercise and test? Yes Does information technology disaster recovery testing include recovery of critical network infrastructure? Yes Does information technology disaster recovery testing include data stores? Yes Does information technology disaster recovery testing include production data center(s)? Yes Does disaster recovery testing include specific exercises and tests that address the unavailability of specific IT resources? Yes, Pertaining to Team Members backing up the primary resources. Does the disaster recovery exercise and testing program have a designated program owner with full responsibility and accountability? Yes. Is there a formal, documented information technology disaster recovery exercise and testing program in place? Yes Are procedures defined for restoring backlogged activity or lost transactions to identify how transaction records will be brought current within expected recovery time frames? Yes, log shipping, full database recovery and add incrementals through log shipping. Does the recovery of critical networks and systems include update and retention cycle frequencies? Yes, VitalPoint 6 keeps 7 years’ worth of data Does the recovery of critical networks and systems include backup levels (full, incremental, or differential)? Yes Does the recovery of critical networks and systems include backup types (e.g., physical, and/or virtual)? Yes, they replicate from OH 730 and GA 721. Do the formal disaster recovery procedures address the recovery of critical networks and systems? Yes Do the formal disaster recovery procedures include specific actions to be taken in response to a data center disruptive event for each data center (internal and external) supporting the products and/or services specified in the scope of this assessment? Yes Are there formal, documented disaster recovery procedures that are maintained and reviewed periodically? Yes, OH 730 is the Primary Data Center and GA 721 is Disaster Recovery Do you use a traditional signature based AV software? Yes Do you use a next-gen AV software (e.g. provides detection and response to known adversarial tactics, techniques, and procedures)? (Single selection allowed Yes Are generic/shared accounts allowed within your systems? No Do you restrict interactive logins for service accounts? Yes Has multi-factor authentication (MFA) been implemented for access to any publicly accessible systems/applications? Yes Does the test include remote access tests? Yes Does the test include full scale exercises? Yes Is Disaster Recovery included in your offering? If so, please describe the SLAs. Some systems are load balanced within the primary data center. VitalPoint 6 web servers for example. We agreed to RTO is 8 hour or less to bring up in the secondary data center. RPO is 1 hours or less. Please describe the standard operating procedures for backup and recovery as well as system redundancies in the event of failure. Backup is a warm site with updates written between primary and backup. In the event of a primary failure, production can be initiated from the backup site.']","Edwards, Philip"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), IP Address",N/A,members.uhcglobal.com: 168.183.36.231,"Mcgowan, Mary J"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), Who manages this Application?",N/A,Global Intelligence Center (UHC Global) is managed by internal UHG Personnel (e.g. Optum Tech).,"Mcgowan, Mary J"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), Date of initial production Implementation",N/A,Global Intelligence Center (UHC Global) was first implemented into the Production environment on 12/13/2012.,"Mcgowan, Mary J"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), Is this application being decommissioned? If so, when?",N/A,Global Intelligence Center (UHC Global) is active and is not scheduled to be decommissioned at this time.,"Mcgowan, Mary J"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), Is this a:
- Mainframe Application
- Distributed Application
- Internal Facing Web Application
- External Facing Web Application
-Other",N/A,Global Intelligence Center (UHC Global) is an External facing Web Application/web portal.,"Mcgowan, Mary J"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), What is the Application’s Orientation?",N/A,Global Intelligence Center (UHC Global) is accessible from the UHG internal network and the external public internet.,"Mcgowan, Mary J"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), If Internal facing Web Application or External facing Web Application, provide Production URL",N/A,https://www.uhcglobal.com,"Mcgowan, Mary J"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), What are the two primary backend systems supporting this Application?",N/A,"Global Intelligence Center (UHC Global) is supported by Enrollment App, World Watch Admin and Medical Content Admin on the backend.","Mcgowan, Mary J"
62682a683e564150feb7a723,"For Global Intelligence Center (UHC Global), Are Web Services provided?",N/A,Global Intelligence Center (UHC Global) does not provide Web Services.,"Mcgowan, Mary J"
61d5a9008fecd3770d08148c,Is there a periodic assessment process for external parties?,Is there a periodic assessment process for external parties?,"['Yes', ""All External Parties need to be assessed prior to being granted access to UHG's technology, systems, protected and/or confidential Information. The assessments are conducted periodically, using a risk-based approach. In addition, independent attestations of a supplier’s security practices may be leveraged to demonstrate adherence with the information security requirements (e.g., HITRUST certification, ISO 27001, SOC 2 + HITRUST.)""]","Prashanth, Karinne"
624341b19754e828fee2a46c,"For Vision Administration System, a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,UHG Employees: Vision Administration System uses Offshore UHG Employee Third Party Vendors: Vision Administration System does not use Offshore Third Party VendorsType of work being done by these resources: Vision Administration System has resources working on development and day to day operational support.,"Subramanyam, Chintu / Reddy, Silpha"
624341b19754e828fee2a46c,"For Vision Administration System, Does the application/solution use Third party vendors",N/A,Vision Administration System uses third party vendors.,"Subramanyam, Chintu / Reddy, Silpha"
624341b19754e828fee2a46c,"For Vision Administration System, Does the application/solution use Subcontractors",N/A,Vision Administration System does not use subcontractors,"Subramanyam, Chintu / Reddy, Silpha"
6247491d2f04a71895d6f417,"For Claims Administrator, Is Production Data used in Test Environment?",N/A,Claims Administrator does use production data in non-production environments,"Philpot, Vernon"
6247491d2f04a71895d6f417,"For Claims Administrator, Data Classification & Encryption: Identify what Transport Layer Security (TLS) version is utilized",N/A,Claims Administrator utilizes TLS 1.5 for Data Classification and Encryption,"Philpot, Vernon"
6247491d2f04a71895d6f417,"For Claims Administrator, Is any customer PHI/PII Data stored offshore?",N/A,Claims Administrator data is not stored offshore.,"Philpot, Vernon"
6247491d2f04a71895d6f417,"For Claims Administrator, Does the application store data at rest on any mobile devices, including the smartphone?",N/A,Claims Administrator does not store data at rest on mobile devices.,"Philpot, Vernon"
6255bac66273ac20bf2da13d,"For UHC Mobile, Source Code Version Control Software",N/A,The Source Code Version Control Software used by UnitedHealthcare Mobile is GitHub Enterprise.,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Testing Software Used for Automated Testing",N/A,The Testing Software used for Automated Testing by UnitedHealthcare Mobile is Appium.,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Development Security Testing Software - Pre Production",N/A,The Development Security Testing Software – Pre-Production used by UnitedHealthcare Mobile is Checkmarx.,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, End User Access Provisioning System",N/A,UnitedHealthcare Mobile users self-register with the application. Access is validated based on eligibility information provided by the employer.,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Programming Language",N/A,UnitedHealthcare Mobile uses JavaScript 1.8.5 (application)/Scala 2.13 Programming Languages (backend).,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Application Hardware Platform (Manufacture/Mode)",N/A,The Application Hardware Platforms used by UnitedHealthcare Mobile are consumer mobile phones and tablets.,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Database Management Software (i.e. DB29.7 oracle 11g, SQL 2014)",N/A,The Application Database Management Software used by UnitedHealthcare Mobile is Postgres.,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, If Internal facing Web Application or External facing Web Application, what browsers does the Application support? (i.e. Safari 5/1, Chrome 23.0 and newer, etc.)",N/A,"All product services are accessed via a standard web browser. The most recent versions of all major browsers are supported, plus one major version prior. (APP-8C.3)","Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Program Management Software (i.e. Endevor, Apache Subversion, Git)",N/A,UnitedHealthcare Mobile uses GitHub Application Program Management Software.,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Is open source leveraged?",N/A,UnitedHealthcare Mobile does leverage open source.,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Do you have a native mobile application?",N/A,Yes,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Are there any experiences in the app experience that are not available in the web experience",N/A,"Yes, mobile has a subset of features and offers links out to web for some functionality.","Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Is the mobile application using any native features ( local device connections, etc.)?",N/A,"Camera and health data is used, as well as camera and microphone for virtual visits.","Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Does the mobile app support deep content linking?",N/A,Yes,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Does the mobile app store user passwords?",N/A,No,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Does the mobile app support remote data wiping and management.",N/A,No,"Kilic, Jason"
6255bac66273ac20bf2da13d,"For UHC Mobile, Does the mobile app access contacts, calendar, mail, or messages?",N/A,No,"Kilic, Jason"
6239f74a7e133c684db0f854,Installing Application Whitelisting to Protect the Environment,Installing Application Whitelisting to Protect the Environment Do you have “Application Whitelisting” installed to protect the environment?  On servers?  On workstations?  In Prevent mode?  In Detect mode?”,"['Yes', 'We utilize AppSense and use it in prevent mode.']","Johnson, Bruce K."
6218ec368d714b4b47fabd88,"For OptumRx Member Portal, If you use other integration methods (i.e., direct database, Extract-Load-Transform (ETL), Messaging, Proprietary, etc.), list those methods and explain.",N/A,Login and Client Data for configuration management is housed on our internal Oracle DB.,"Palmer, Brett P."
6218ec368d714b4b47fabd88,"For OptumRx Member Portal, Are integrations via web services your preferred methodology for integrating systems?",N/A,"Yes, our integrations are the preferred methodology to integrate with our backend source systems.","Palmer, Brett P."
6218ec368d714b4b47fabd88,"For OptumRx Member Portal, Does your solution require or provide SDKs or other software in order to provide this type of integration?",N/A,Our xAPI integration is built in house to provide integration from internal data source systems to present the member experience.,"Palmer, Brett P."
6218ec368d714b4b47fabd88,"For OptumRx Member Portal, Describe the type of web-based services your solution supports (i.e., SOAP based, REST based, API’s, via HTTPS, etc.). Are your solutions out-of-the-box or custom?",N/A,OptumRx Member Portal ultizes services at REST based APIs via HTTPS. Application is built off internal Angular libraries and via React Framework libraries and is an External facing Web Application.,"Palmer, Brett P."
6218ec368d714b4b47fabd88,"For OptumRx Member Portal, Can the application integrate with the customer's Active Directory via methods such as LDAP or SAML?",N/A,We support Single Sign-On using SAML.,"Palmer, Brett P."
6218ec368d714b4b47fabd88,"For OptumRx Member Portal, ",N/A,N/A,"Palmer, Brett P."
6216a7d78d714b4b47f695ce,"For Live and Work Well, a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,Live and Work Well development is performed by internal developers onshore and offshore,"Ahmad, Mohammad Irshad"
6216a7d78d714b4b47f695ce,"For Live and Work Well, Does the application/solution use Third party vendors",N/A,Live and Work Well does not use third party vendors,"Ahmad, Mohammad Irshad"
6216a7d78d714b4b47f695ce,"For Live and Work Well, Does the application/solution use Subcontractors",N/A,Live and Work Well does not use subcontractors,"Ahmad, Mohammad Irshad"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, IP Address",N/A,Cams.uhc.com: 10.114.37.10,"Jain, Nikhil"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, Who manages this Application?",N/A,CAMS - Consumer Account Management System is managed by internal UHG Personnel (e.g.Optum Tech),"Jain, Nikhil"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, Date of initial production Implementation",N/A,CAMS - Consumer Account Management System was first implemented into the Production environment on 7/1/2007,"Jain, Nikhil"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, Is this application being decommissioned? If so, when?",N/A,CAMS - Consumer Account Management System is active and is not scheduled to be decommissioned at this time.,"Jain, Nikhil"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, Is this a:- Mainframe Application- Distributed Application- Internal Facing Web Application- External Facing Web Application-Other",N/A,CAMS - Consumer Account Management System is an Internal facing Web Application.,"Jain, Nikhil"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, What is the Application’s Orientation?",N/A,CAMS - Consumer Account Management System is internal - Accessible from UHG internal network only.,"Jain, Nikhil"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, If Internal facing Web Application or External facing Web Application, provide Production URL",N/A,https://cams.uhc.com/cams,"Jain, Nikhil"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, What are the two primary backend systems supporting this Application?",N/A,CAMS - Consumer Account Management System is supported by Claim Adjudication on the backend,"Jain, Nikhil"
62389b8854e8c24e1310d43c,"For CAMS - Consumer Account Management System, Are Web Services provided?",N/A,CAMS - Consumer Account Management System does provide Web Services.,"Jain, Nikhil"
61d5a8f18fecd3770d0812eb,Documented Change Management/Change Control Process for Applications with Scoped Data (Non-NDA),Documented Change Management/Change Control Process for Applications with Scoped Data (Non-NDA) Is there a documented change management/change control process for applications with scoped data?,"['All changes to our environment follow the Change Management Policies and Procedures to ensure that standardized methods and procedures are used for efficient and prompt handling of all changes. The method of implementation, manual or automated, depends on the change activity, what is being implemented, how it is being implemented, and what group is performing the change. This determines if the change is manual or automated.']","Hammer, Christopher"
626fe639d5af8c72d006fa92,"For TOPS - The Online Processing Systems, a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,"UHG Employees: TOPS - The Online Processing Systems uses Offshore UHG EmployeesThird Party Vendors: TOPS - The Online Processing Systems uses Offshore Third Party VendorsType of work being done by these resources: UnitedHealth Group Optum Technology may utilize outsourced vendors that operate in foreign countries such as India. These vendors provide development consulting resources that augment UnitedHealth Group Optum Technology's primary development teams located in the US.As with production support, these relationships are managed and approved by UnitedHealth Group management teams and must comply with UnitedHealth Group's policies and procedures.In addition, all vendors are contractually managed to specific terms supported by a Security and/or HIPAA/GLB Exhibit (when appropriate) attached to the master services agreements executed with each vendor. All offshore sites are held to the same performance standards as UnitedHealthcare's onshore sites.Vendor performance is monitored daily, weekly, and monthly by the Broker and Employer Financial Management (BEFM) Vendor Management team.","Sheridan, Pat"
626fe639d5af8c72d006fa92,"For TOPS - The Online Processing Systems, Does the application/solution use Third party vendors",N/A,TOPS - The Online Processing Systems uses third-party Vendors.,"Sheridan, Pat"
626fe639d5af8c72d006fa92,"For TOPS - The Online Processing Systems, Does the application/solution use Subcontractors",N/A,TOPS - The Online Processing Systems does not use subcontractors.,"Sheridan, Pat"
626fe639d5af8c72d006fa92,"For TOPS - The Online Processing Systems, Is the application associated with an Outside Service Provider (OSP)?",N/A,Not applicable – this is an internally facing system.,"Sheridan, Pat"
626827263e564150feb79917,"For Ask Global ID, IP Address",N/A,Medicalrecordmanager.optum.com: 10.117.6.22,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, Who manages this Application?",N/A,Global Chart Management is managed by internal UHG Personnel (e.g. Optum Tech).,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, Date of initial production Implementation",N/A,"Global Chart Management was first implemented into the Production environment on July 2, 2013.","Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, Is this application being decommissioned? If so, when?",N/A,Global Chart Management is active and is not scheduled to be decommissioned at this time.,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, Is this a:
- Mainframe Application
- Distributed Application
- Internal Facing Web Application
- External Facing Web Application
-Other",N/A,Global Chart Management is an External facing Web Application.,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, What is the Application’s Orientation?",N/A,Global Chart Management is external - Accessible from the public internet.,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, If Internal facing Web Application or External facing Web Application, provide Production URL",N/A,https://medicalrecordmanager.optum.com/home/app/default.htm,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, What are the two primary backend systems supporting this Application?",N/A,Global Chart Management is supported by Oracle Documentum on the backend.,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, Are Web Services provided?",N/A,Global Chart Management does not provide Web Services.,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, Please describe how these users will access and use the service and for each application/service offering",N/A,The End User Access Provisioning System is Secure. Users access medical chart review and coding services and reporting.,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, If this project deploys an agent, describe who the target users are (Department, Users, User Types, Roles, etc..):",N/A,No agent deployed.,"Abraham, Mariam"
626827263e564150feb79917,"For Ask Global ID, If this is for a Proof of Concept (POC) please provide the success criteria and use cases.",N/A,Not applicable,"Abraham, Mariam"
61d5a8fc8fecd3770d081429,Does your system have synchronized system clocks?,Does your system have synchronized system clocks? Do systems and network devices utilize a common time synchronization service?,"['Yes', 'All UnitedHealth Group information systems will have date and time settings synchronized with an Enterprise Information Security (EIS)-approved centralized network time service.']","Hicks, Diane"
62475bf52f04a71895d78a5d,"For EAP - Employer Activity Presentment Portal, Who manages this Application?",N/A,EAP - Employer Activity Presentment Portal is managed by internal UHG Personnel (e.g. Optum Tech).,"Kumar, Manoranjan"
62475bf52f04a71895d78a5d,"For EAP - Employer Activity Presentment Portal, Date of initial production Implementation",N/A,EAP - Employer Activity Presentment Portal was first implemented into the Production environment on 11/10/2010.,"Kumar, Manoranjan"
62475bf52f04a71895d78a5d,"For EAP - Employer Activity Presentment Portal, Is this application being decommissioned? If so, when?",N/A,EAP - Employer Activity Presentment Portal is active and is not scheduled to be decommissioned at this time.,"Kumar, Manoranjan"
62475bf52f04a71895d78a5d,"For EAP - Employer Activity Presentment Portal, Is this a:
- Mainframe Application
- Distributed Application
- Internal Facing Web Application
- External Facing Web Application
-Other",N/A,EAP - Employer Activity Presentment Portal is an external facing Web Application.,"Kumar, Manoranjan"
62475bf52f04a71895d78a5d,"For EAP - Employer Activity Presentment Portal, What is the Application’s Orientation?",N/A,EAP - Employer Activity Presentment Portal is external - accessible from the public internet.,"Kumar, Manoranjan"
62475bf52f04a71895d78a5d,"For EAP - Employer Activity Presentment Portal, If Internal facing Web Application or External facing Web Application, provide Production URL",N/A,https://www.optumbank.com/,"Kumar, Manoranjan"
62475bf52f04a71895d78a5d,"For EAP - Employer Activity Presentment Portal, What are the two primary backend systems supporting this Application?",N/A,"EAP - Employer Activity Presentment Portal is supported by LOBSB, BIS on the backend.","Kumar, Manoranjan"
62475bf52f04a71895d78a5d,"For EAP - Employer Activity Presentment Portal, Are Web Services provided?",N/A,EAP - Employer Activity Presentment Portal does not provide Web Services.,"Kumar, Manoranjan"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, Programming Language",N/A,"CAP - Consumer Activity Presentment Portal uses Java, Ruby, HTML, and JavaScript Programming Languages","Bodipati, Ajay"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, Application Hardware Platform (Manufacture/Mode)",N/A,"The Application Hardware Platform used by CAP - Consumer Activity Presentment Portal is OSE, OASIS does not provide the physical machine information.","Bodipati, Ajay"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, Database Management Software (i.e. DB29.7 oracle 11g, SQL 2014)",N/A,The Application Database Management Software used by CAP - Consumer Activity Presentment Portal are Oracle 11g and MYSQL 5.7.16.,"Bodipati, Ajay"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, If Internal facing Web Application or External facing Web Application, what browsers does the Application support? (i.e. Safari 5/1, Chrome 23.0 and newer, etc.)",N/A,"CAP - Consumer Activity Presentment Portal supports IE 11, Safari 5.1 and higher, Chrome 63 and higher, Firefox 52 and newer.","Bodipati, Ajay"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, Program Management Software (i.e. Endevor, Apache Subversion, Git)",N/A,CAP - Consumer Activity Presentment Portal uses GIT and SVN Application Program Management Software.,"Bodipati, Ajay"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, Is open source leveraged?",N/A,CAP - Consumer Activity Presentment Portal does leverage open source.,"Bodipati, Ajay"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, Operating System used to support this application? Unix or LinuxWindows Mainframe AS400 Open VMS",N/A,"Unix or Linux: Operating system, middleware, and database technologies used: UNIX, WAS 7, Oracle DBWindows: NoMainframe: NoAS400: NoOpen VMS: No","Bodipati, Ajay"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, Describe the process and tools used for monitoring user response times.",N/A,Tools used for monitoring CAP - Consumer Activity Presentment Portal user response times are New Relic/Dynatrace/Splunk.,"Bodipati, Ajay"
621f8191e415f743909856a6,"For CAP - Consumer Activity Presentment Portal, Do you have a test & training environment? Can it be accessed by customers?",N/A,"The CAP Portal has an environment that can be accessed externally but it uses generated data that would be of no use other than to demonstrate how the product works. There is an environment specifically designed for demonstrations.No, it cannot be accessed by customers.","Bodipati, Ajay"
626fe639d5af8c72d006fa8e,"For TOPS - The Online Processing Systems, Password Information/Registration: Is HealthSafe ID or One Healthcare ID (Optum ID Cloud) being used by users to authenticate?",N/A,"TOPS - The Online Processing Systems uses Employee ID to authenticate members.Users can call the United Support Center; user is required to provide specific information to authenticate his/her identity.The above response and the below response refers to UnitedHealth Group users (UnitedHealth Group employees). The authentication questions are:What is your Employee ID?What is your First name and last name?What is your Contact phone number?What is your Department name?What is your Business address (street, city, state and ZIP code)?","Sheridan, Pat"
